fueltype,cartype,enginesize,price,status,brand
DIESEL,SUV,3.9,13967820,NEW,Toyota
HYBRID,HATCHBACK,1.4,28071049,NEW,Subaru
DIESEL,COUPE,3.5,34726261,USED,Kia
PETROL,SUV,3.8,37252960,USED,Ford
DIESEL,PICKUP,1.8,41125300,USED,Kia
ELECTRIC,SEDAN,2.7,63862049,USED,Chevrolet
ELECTRIC,PICKUP,3.8,53204332,USED,Chevrolet
HYBRID,COUPE,3.9,63966008,NEW,Jeep
ELECTRIC,SEDAN,1.6,96229843,USED,Mazda
DIESEL,COUPE,2.2,53442623,USED,Audi
HYBRID,SUV,3.2,5089107,USED,Hyundai
HYBRID,SEDAN,1.8,63952800,NEW,Chevrolet
DIESEL,CROSSOVER,2.1,73846526,USED,Mercedes
PETROL,PICKUP,1.3,24864360,USED,Audi
ELECTRIC,COUPE,1.6,33153072,NEW,Lexus
PETROL,CROSSOVER,2.8,13641649,NEW,Audi
HYBRID,HATCHBACK,3,24722293,NEW,Hyundai
ELECTRIC,PICKUP,3,2788479,USED,Hyundai
DIESEL,COUPE,3.4,43975175,USED,Toyota
HYBRID,HATCHBACK,2.4,26093550,NEW,Subaru
ELECTRIC,CROSSOVER,2,73752454,USED,Mercedes
ELECTRIC,CROSSOVER,1.2,67873680,NEW,Mercedes
DIESEL,SEDAN,1.8,88730611,NEW,Ford
HYBRID,SEDAN,2.1,40438820,NEW,Honda
HYBRID,CROSSOVER,1.7,9056560,NEW,Hyundai
HYBRID,COUPE,1.3,2566503,USED,Chevrolet
ELECTRIC,PICKUP,1.6,71064144,USED,Chevrolet
HYBRID,HATCHBACK,3.1,21829502,NEW,Honda
ELECTRIC,CROSSOVER,3,94839684,USED,Toyota
ELECTRIC,CROSSOVER,3.8,41440124,USED,Hyundai
ELECTRIC,HATCHBACK,3.4,6257629,USED,Bmw
PETROL,SUV,2.8,74326988,USED,Hyundai
ELECTRIC,HATCHBACK,1.6,16907149,USED,Lexus
PETROL,COUPE,2.8,34185821,NEW,Toyota
ELECTRIC,PICKUP,1.4,73585973,USED,Kia
HYBRID,SUV,2.4,45992532,NEW,Honda
ELECTRIC,COUPE,2.3,93006123,USED,Hyundai
DIESEL,CROSSOVER,2.4,31065521,USED,Honda
PETROL,COUPE,2,75265197,USED,Honda
HYBRID,HATCHBACK,3.1,14349399,NEW,Kia
DIESEL,HATCHBACK,3.6,12691398,USED,Hyundai
ELECTRIC,HATCHBACK,3.4,70267357,NEW,Jeep
DIESEL,CROSSOVER,3,79968911,USED,Honda
DIESEL,HATCHBACK,2.7,62303986,USED,Bmw
DIESEL,SEDAN,1.3,40587671,NEW,Volvo
DIESEL,CROSSOVER,3.2,57662166,USED,Honda
PETROL,CROSSOVER,2.7,81391674,USED,Mercedes
DIESEL,SEDAN,2,12017611,NEW,Audi
DIESEL,PICKUP,2.1,66788390,USED,Ford
DIESEL,COUPE,3.8,33017636,USED,Chevrolet
ELECTRIC,CROSSOVER,2.9,40585654,USED,Mercedes
HYBRID,COUPE,2.5,35962124,USED,Audi
PETROL,SUV,2.9,26983572,USED,Jaguar
HYBRID,PICKUP,2.4,97105318,USED,Toyota
ELECTRIC,PICKUP,2.5,86924211,NEW,Bmw
HYBRID,PICKUP,2,87712019,NEW,Mazda
DIESEL,SEDAN,2.4,92574654,USED,Jaguar
HYBRID,CROSSOVER,3.1,52703966,USED,Bmw
HYBRID,HATCHBACK,1.3,6121855,USED,Honda
PETROL,CROSSOVER,3.4,27729806,USED,Ford
PETROL,PICKUP,2,31225228,NEW,Hyundai
PETROL,CROSSOVER,3.1,47946576,NEW,Bmw
HYBRID,CROSSOVER,3,33825102,USED,Honda
ELECTRIC,SEDAN,3,15551789,USED,Honda
ELECTRIC,CROSSOVER,2.9,44739972,NEW,Honda
ELECTRIC,CROSSOVER,3.9,60913839,NEW,Audi
PETROL,CROSSOVER,2.6,81297976,USED,Mercedes
DIESEL,CROSSOVER,3.3,32925327,NEW,Mercedes
ELECTRIC,SUV,3.2,33162276,NEW,Kia
PETROL,CROSSOVER,1.9,45807295,NEW,Chevrolet
ELECTRIC,PICKUP,2,13263601,USED,Honda
HYBRID,HATCHBACK,2.4,10043098,NEW,Audi
ELECTRIC,HATCHBACK,2,84098317,NEW,Kia
PETROL,SUV,2.2,37737319,USED,Bmw
HYBRID,COUPE,2.3,81430712,USED,Nissan
ELECTRIC,CROSSOVER,2.9,82320408,NEW,Hyundai
DIESEL,PICKUP,1.8,26387844,USED,Audi
DIESEL,COUPE,3.5,36319643,NEW,Chevrolet
ELECTRIC,SUV,2.4,21158290,NEW,Chevrolet
HYBRID,HATCHBACK,3.2,32212094,USED,Audi
PETROL,COUPE,1.4,97269973,NEW,Toyota
PETROL,CROSSOVER,2.5,61610298,NEW,Ford
HYBRID,COUPE,1.3,50249911,USED,Nissan
HYBRID,COUPE,3.1,42494166,USED,Mercedes
PETROL,PICKUP,2.2,15052434,NEW,Mercedes
PETROL,SEDAN,3.9,89599759,NEW,Bmw
PETROL,PICKUP,2.1,23602433,NEW,Chevrolet
ELECTRIC,SEDAN,2.8,78217879,NEW,Chevrolet
PETROL,HATCHBACK,1.9,9986322,USED,Jaguar
ELECTRIC,CROSSOVER,2.9,88723765,NEW,Hyundai
ELECTRIC,SEDAN,2.5,54595257,USED,Honda
DIESEL,SUV,2.2,62635738,NEW,Kia
DIESEL,HATCHBACK,1.8,24573036,USED,Bmw
PETROL,CROSSOVER,1.5,82778446,NEW,Audi
PETROL,PICKUP,1.5,91542833,NEW,Chevrolet
ELECTRIC,PICKUP,4,98685739,USED,Toyota
HYBRID,CROSSOVER,2.4,55407399,USED,Mercedes
HYBRID,CROSSOVER,1.2,51172615,USED,Audi
DIESEL,SUV,3.9,67165294,NEW,Nissan
PETROL,SEDAN,1.3,42665736,NEW,Chevrolet
ELECTRIC,SUV,2.4,28835065,USED,Mercedes
ELECTRIC,SEDAN,3.2,24316113,USED,Porsche
DIESEL,CROSSOVER,3.8,16375630,NEW,Subaru
HYBRID,HATCHBACK,3.2,64809689,NEW,Toyota
HYBRID,SEDAN,2.5,72568431,USED,Audi
DIESEL,CROSSOVER,3.9,57667107,USED,Audi
ELECTRIC,SEDAN,1.3,19319762,USED,Nissan
PETROL,COUPE,4,99689156,NEW,Mercedes
PETROL,CROSSOVER,3.6,61330240,USED,Bmw
HYBRID,CROSSOVER,3.8,87787467,NEW,Kia
ELECTRIC,HATCHBACK,1.9,39130701,NEW,Nissan
HYBRID,CROSSOVER,1.6,85254087,NEW,Bmw
HYBRID,SEDAN,3.1,60354446,USED,Toyota
PETROL,HATCHBACK,2.6,24540564,NEW,Mercedes
DIESEL,SEDAN,2.7,31388299,NEW,Bmw
DIESEL,SEDAN,3.8,47299456,NEW,Bmw
PETROL,CROSSOVER,2.9,43378664,NEW,Chevrolet
DIESEL,SUV,2.1,44680448,NEW,Honda
ELECTRIC,PICKUP,2.3,56926457,NEW,Skoda
ELECTRIC,SUV,1.6,78973896,USED,Jeep
HYBRID,HATCHBACK,1.7,76010342,NEW,Chevrolet
ELECTRIC,CROSSOVER,1.6,11790602,NEW,Toyota
PETROL,PICKUP,3.5,58740781,NEW,Ford
HYBRID,COUPE,3.2,60942131,USED,Nissan
PETROL,COUPE,2.7,36127257,NEW,Jaguar
ELECTRIC,COUPE,2.2,18655122,USED,Honda
HYBRID,COUPE,3.1,68494122,NEW,Kia
DIESEL,PICKUP,3.5,90461809,NEW,Audi
PETROL,COUPE,3.7,74674841,USED,Toyota
HYBRID,COUPE,2.7,16259813,USED,Mercedes
HYBRID,SUV,3.5,56352379,NEW,Volkswagen
PETROL,CROSSOVER,2.6,66814139,NEW,Honda
ELECTRIC,COUPE,2.5,61768495,USED,Nissan
ELECTRIC,COUPE,3.6,86057421,USED,Nissan
DIESEL,COUPE,2.3,78958077,USED,Lexus
ELECTRIC,CROSSOVER,2.3,84016536,NEW,Kia
HYBRID,HATCHBACK,2.1,63498232,NEW,Bmw
HYBRID,PICKUP,2.7,99793041,NEW,Toyota
PETROL,CROSSOVER,2.7,80566873,NEW,Skoda
PETROL,PICKUP,3,23121578,NEW,Kia
HYBRID,SEDAN,2.4,44927691,USED,Jaguar
HYBRID,SUV,1.8,2048812,NEW,Audi
PETROL,COUPE,3.6,67035331,NEW,Hyundai
DIESEL,COUPE,2.2,94319873,USED,Mercedes
ELECTRIC,CROSSOVER,3.8,14588612,USED,Lexus
PETROL,PICKUP,1.8,82516382,NEW,Audi
ELECTRIC,COUPE,2.8,36263329,NEW,Kia
HYBRID,PICKUP,2.7,6059464,NEW,Mercedes
ELECTRIC,SEDAN,3.5,41953495,NEW,Chevrolet
HYBRID,COUPE,1.6,72214621,USED,Mercedes
ELECTRIC,SEDAN,3.7,72355232,NEW,Lexus
ELECTRIC,SUV,2.7,29327945,USED,Bmw
PETROL,COUPE,2.8,17907598,USED,Hyundai
ELECTRIC,COUPE,2.6,48719571,NEW,Kia
HYBRID,PICKUP,1.3,49453310,USED,Lexus
PETROL,PICKUP,2.6,64651826,USED,Mazda
HYBRID,SEDAN,1.9,81008941,USED,Audi
HYBRID,CROSSOVER,2.2,70666172,USED,Ford
PETROL,SEDAN,3,49960464,NEW,Hyundai
DIESEL,COUPE,2.6,54641886,USED,Chevrolet
PETROL,CROSSOVER,1.5,52176910,USED,Ford
DIESEL,SUV,1.4,4036780,USED,Honda
PETROL,PICKUP,1.7,22821203,NEW,Chevrolet
DIESEL,SEDAN,1.7,13977778,NEW,Skoda
ELECTRIC,SEDAN,2.9,97028259,USED,Bmw
PETROL,SEDAN,1.7,99909764,NEW,Kia
PETROL,PICKUP,3.7,3983176,USED,Mercedes
ELECTRIC,CROSSOVER,1.8,1841317,USED,Hyundai
DIESEL,HATCHBACK,1.5,23866466,USED,Nissan
ELECTRIC,CROSSOVER,3.7,4677414,USED,Bmw
PETROL,COUPE,2,8139690,NEW,Mercedes
HYBRID,SEDAN,2.4,90411759,NEW,Mercedes
DIESEL,COUPE,3.9,32636142,NEW,Bmw
PETROL,HATCHBACK,3.8,71532830,USED,Chevrolet
ELECTRIC,CROSSOVER,3.2,59488723,USED,Nissan
DIESEL,SEDAN,1.4,98810194,USED,Bmw
PETROL,SEDAN,2.9,71646162,USED,Bmw
HYBRID,CROSSOVER,4,70455290,USED,Volkswagen
ELECTRIC,COUPE,3.9,96469750,USED,Audi
PETROL,HATCHBACK,1.5,38417369,NEW,Bmw
PETROL,PICKUP,2.3,70058324,USED,Mercedes
ELECTRIC,COUPE,2.1,86565311,NEW,Ford
ELECTRIC,PICKUP,1.6,95410468,USED,Nissan
ELECTRIC,SEDAN,3.1,89660386,NEW,Hyundai
ELECTRIC,HATCHBACK,2,5641164,NEW,Honda
HYBRID,HATCHBACK,2.2,47545750,NEW,Kia
ELECTRIC,COUPE,1.5,65186765,NEW,Chevrolet
ELECTRIC,HATCHBACK,2.6,16490471,USED,Mercedes
DIESEL,PICKUP,1.6,52402949,USED,Volkswagen
DIESEL,HATCHBACK,2.4,56182391,USED,Chevrolet
ELECTRIC,COUPE,1.6,84957334,NEW,Audi
PETROL,CROSSOVER,3.9,16335873,NEW,Nissan
DIESEL,HATCHBACK,1.6,22485765,NEW,Nissan
PETROL,SUV,2.7,34992125,NEW,Hyundai
PETROL,COUPE,1.8,53338975,NEW,Hyundai
HYBRID,CROSSOVER,1.4,14826402,USED,Honda
PETROL,COUPE,1.8,17571544,USED,Bmw
HYBRID,HATCHBACK,1.4,99292120,USED,Kia
ELECTRIC,CROSSOVER,1.6,31867932,USED,Ford
DIESEL,COUPE,2.6,32416965,NEW,Jeep
DIESEL,HATCHBACK,3,86540603,NEW,Hyundai
ELECTRIC,HATCHBACK,1.4,25512013,NEW,Honda
DIESEL,HATCHBACK,2.4,43881614,USED,Audi
DIESEL,CROSSOVER,2.8,3432397,NEW,Mercedes
ELECTRIC,COUPE,1.9,52231339,USED,Chevrolet
PETROL,PICKUP,2.2,39031260,USED,Audi
DIESEL,SUV,1.4,21924261,NEW,Hyundai
DIESEL,SEDAN,1.8,37813272,NEW,Jeep
HYBRID,CROSSOVER,2.5,49594444,NEW,Honda
PETROL,SUV,4,10402500,USED,Bmw
ELECTRIC,SUV,4,35287947,USED,Jaguar
HYBRID,SEDAN,3.9,22995661,USED,Nissan
PETROL,CROSSOVER,2.4,12239245,USED,Bmw
ELECTRIC,PICKUP,1.4,90273664,USED,Honda
DIESEL,SEDAN,2.1,5003482,NEW,Volkswagen
HYBRID,SUV,1.9,39905401,USED,Lexus
HYBRID,PICKUP,1.2,67066925,USED,Skoda
PETROL,CROSSOVER,1.5,71385642,USED,Mazda
HYBRID,CROSSOVER,2.5,57570495,USED,Chevrolet
ELECTRIC,COUPE,2.2,32322061,NEW,Hyundai
HYBRID,SEDAN,1.7,61031203,USED,Toyota
PETROL,SEDAN,3.2,99663789,NEW,Chevrolet
DIESEL,COUPE,2.2,97407469,USED,Honda
DIESEL,SEDAN,3.6,65642239,NEW,Kia
PETROL,HATCHBACK,1.9,73102527,NEW,Audi
PETROL,PICKUP,2.7,61487763,USED,Bmw
PETROL,PICKUP,1.7,5237852,USED,Chevrolet
DIESEL,SUV,2.6,20029222,USED,Ford
PETROL,SEDAN,1.6,15373754,NEW,Chevrolet
ELECTRIC,PICKUP,1.7,56159652,USED,Honda
ELECTRIC,COUPE,2.9,79066509,NEW,Bmw
DIESEL,HATCHBACK,1.9,1695808,USED,Volvo
DIESEL,COUPE,1.7,30514799,NEW,Toyota
DIESEL,COUPE,3.8,7343173,NEW,Mercedes
ELECTRIC,CROSSOVER,1.3,67768424,USED,Audi
PETROL,PICKUP,2.8,1190956,NEW,Ford
HYBRID,PICKUP,2.7,94533750,USED,Toyota
HYBRID,SEDAN,1.9,93183708,NEW,Toyota
HYBRID,SEDAN,2.5,85497872,USED,Kia
PETROL,HATCHBACK,1.4,50893251,USED,Bmw
PETROL,PICKUP,3.2,3309009,USED,Volkswagen
ELECTRIC,COUPE,1.8,4894594,NEW,Audi
DIESEL,COUPE,1.7,14860592,NEW,Audi
ELECTRIC,CROSSOVER,2.1,2389707,NEW,Mercedes
PETROL,COUPE,3.7,35739679,USED,Hyundai
HYBRID,CROSSOVER,3.4,9129071,NEW,Toyota
HYBRID,PICKUP,3.9,16996767,USED,Honda
ELECTRIC,PICKUP,3,46075887,NEW,Bmw
PETROL,SUV,3.1,92992999,NEW,Bmw
DIESEL,HATCHBACK,2.5,56748614,USED,Kia
DIESEL,PICKUP,3.7,95260178,USED,Nissan
ELECTRIC,COUPE,2.6,76166289,USED,Hyundai
ELECTRIC,SUV,2.2,29352636,USED,Audi
PETROL,COUPE,3,33236946,USED,Chevrolet
PETROL,SUV,2.7,56561955,USED,Honda
HYBRID,SEDAN,1.5,61904856,USED,Nissan
DIESEL,SUV,2.3,50648191,USED,Hyundai
DIESEL,PICKUP,2.1,8233026,USED,Nissan
PETROL,SEDAN,3.6,4870886,USED,Kia
HYBRID,COUPE,2.3,72960819,NEW,Bmw
ELECTRIC,SEDAN,3.5,80077300,USED,Honda
ELECTRIC,CROSSOVER,2.4,66494792,USED,Honda
DIESEL,SEDAN,3.3,41965279,NEW,Mercedes
PETROL,HATCHBACK,1.6,81429228,NEW,Audi
PETROL,SUV,3.8,56588454,NEW,Toyota
DIESEL,SEDAN,2.5,82790994,NEW,Ford
DIESEL,PICKUP,1.9,56903291,NEW,Toyota
HYBRID,COUPE,1.9,46295643,NEW,Renault
HYBRID,CROSSOVER,1.9,65983864,USED,Bmw
DIESEL,CROSSOVER,2.2,61967557,USED,Bmw
DIESEL,SUV,3.2,40481190,NEW,Audi
PETROL,PICKUP,3.9,11305680,USED,Nissan
PETROL,SEDAN,3.1,55386928,NEW,Hyundai
DIESEL,SEDAN,2.7,85973126,USED,Chevrolet
HYBRID,SUV,2.5,64866574,USED,Ford
PETROL,PICKUP,3.5,43240529,USED,Nissan
ELECTRIC,HATCHBACK,3.6,9984762,NEW,Bmw
HYBRID,SEDAN,2,16101568,USED,Kia
PETROL,CROSSOVER,3.9,74635835,NEW,Chevrolet
HYBRID,HATCHBACK,2.3,79404057,USED,Hyundai
DIESEL,PICKUP,3.4,11261643,NEW,Honda
PETROL,PICKUP,3.9,65869817,USED,Toyota
DIESEL,SUV,3.2,38103392,USED,Volkswagen
ELECTRIC,HATCHBACK,1.7,22715069,USED,Lexus
HYBRID,SEDAN,2.8,49263189,USED,Mercedes
ELECTRIC,HATCHBACK,1.5,79320406,NEW,Chevrolet
DIESEL,SUV,3.4,54951294,USED,Toyota
DIESEL,COUPE,2,69473404,USED,Nissan
HYBRID,PICKUP,3.1,56162817,NEW,Audi
ELECTRIC,PICKUP,3.7,72108067,USED,Audi
HYBRID,PICKUP,1.7,77525753,NEW,Kia
PETROL,PICKUP,2.3,56687602,NEW,Lexus
ELECTRIC,COUPE,3,28313960,NEW,Toyota
HYBRID,COUPE,2.4,62279437,NEW,Volkswagen
HYBRID,HATCHBACK,1.7,68784198,USED,Audi
HYBRID,HATCHBACK,1.3,46226346,USED,Nissan
PETROL,HATCHBACK,2.3,54682651,USED,Bmw
DIESEL,CROSSOVER,3,39437201,USED,Bmw
PETROL,SEDAN,2.8,61394015,USED,Volvo
ELECTRIC,SUV,1.6,39187670,USED,Porsche
ELECTRIC,SEDAN,2.5,61565157,USED,Ford
ELECTRIC,SUV,2.2,15447024,NEW,Bmw
ELECTRIC,SUV,2,38097236,USED,Chevrolet
DIESEL,CROSSOVER,3.2,83846034,USED,Porsche
ELECTRIC,HATCHBACK,2.1,34067342,NEW,Ford
HYBRID,HATCHBACK,2.7,5796318,USED,Jaguar
DIESEL,COUPE,3.8,22788832,NEW,Audi
ELECTRIC,SUV,2.7,96924244,NEW,Mercedes
DIESEL,SUV,2.9,27276810,NEW,Kia
HYBRID,CROSSOVER,1.4,11810772,USED,Ford
ELECTRIC,COUPE,1.7,83753766,NEW,Mercedes
PETROL,SEDAN,1.5,17955097,USED,Toyota
ELECTRIC,CROSSOVER,3.3,76060467,USED,Jaguar
HYBRID,PICKUP,3.5,10497690,NEW,Audi
HYBRID,SUV,1.7,17421552,USED,Ford
DIESEL,SUV,1.8,17995009,NEW,Honda
PETROL,SUV,2.1,60720630,USED,Mercedes
HYBRID,PICKUP,2.9,49938714,USED,Ford
DIESEL,SEDAN,2.9,72094696,USED,Audi
DIESEL,PICKUP,3.1,73733403,USED,Lexus
HYBRID,HATCHBACK,3.7,74499183,USED,Audi
HYBRID,COUPE,2,38636242,NEW,Honda
ELECTRIC,COUPE,3,2183911,NEW,Volkswagen
HYBRID,HATCHBACK,2.8,89091244,USED,Kia
ELECTRIC,PICKUP,2.1,54719004,USED,Toyota
ELECTRIC,SEDAN,3.7,33518608,NEW,Kia
HYBRID,SUV,1.5,49375005,USED,Bmw
HYBRID,PICKUP,3.2,70456908,NEW,Nissan
PETROL,CROSSOVER,3.2,52107855,NEW,Mercedes
ELECTRIC,COUPE,3.8,25069496,NEW,Mercedes
PETROL,PICKUP,2.7,34556512,NEW,Toyota
DIESEL,PICKUP,2.1,57650683,NEW,Kia
ELECTRIC,HATCHBACK,3.5,91638051,USED,Nissan
ELECTRIC,SEDAN,3.4,22991125,USED,Hyundai
HYBRID,SEDAN,2.6,99871312,USED,Ford
DIESEL,PICKUP,3.4,55118498,NEW,Chevrolet
ELECTRIC,SUV,2,9587205,NEW,Skoda
ELECTRIC,CROSSOVER,2.9,19262748,USED,Ford
DIESEL,SUV,3.6,50377465,USED,Nissan
PETROL,HATCHBACK,2.1,78088542,NEW,Hyundai
PETROL,HATCHBACK,2.6,42161664,USED,Audi
HYBRID,SEDAN,3.9,7414741,NEW,Kia
ELECTRIC,SEDAN,3.4,1789786,NEW,Chevrolet
HYBRID,COUPE,3.7,72945339,USED,Audi
PETROL,PICKUP,2.3,59209658,USED,Honda
PETROL,SEDAN,4,51818449,NEW,Audi
ELECTRIC,COUPE,1.6,32895056,NEW,Nissan
DIESEL,PICKUP,2.7,1543492,USED,Ford
HYBRID,SEDAN,2.5,80630698,NEW,Hyundai
DIESEL,CROSSOVER,3.4,6036726,NEW,Bmw
HYBRID,PICKUP,3.7,71067786,NEW,Honda
PETROL,CROSSOVER,3.2,25098827,USED,Jeep
ELECTRIC,COUPE,3,31910905,USED,Mercedes
PETROL,HATCHBACK,2.4,61081333,USED,Hyundai
ELECTRIC,CROSSOVER,2.6,14863346,NEW,Chevrolet
PETROL,SEDAN,2.6,81670889,NEW,Audi
HYBRID,COUPE,1.3,16202405,USED,Audi
DIESEL,CROSSOVER,2.6,73549013,NEW,Ford
ELECTRIC,SUV,3.6,51518164,USED,Bmw
PETROL,SUV,3.2,20441628,NEW,Subaru
PETROL,HATCHBACK,3.4,65396687,USED,Toyota
HYBRID,HATCHBACK,2.3,93236044,USED,Bmw
PETROL,HATCHBACK,2.7,93512867,NEW,Audi
ELECTRIC,CROSSOVER,1.3,46490513,USED,Toyota
HYBRID,HATCHBACK,2.3,4095593,NEW,Hyundai
DIESEL,COUPE,2.5,17433893,USED,Jeep
HYBRID,PICKUP,1.9,3319922,USED,Hyundai
HYBRID,CROSSOVER,1.3,34236445,USED,Honda
DIESEL,SUV,3.1,24380975,USED,Hyundai
ELECTRIC,PICKUP,2.4,4007723,NEW,Volkswagen
DIESEL,PICKUP,2.4,46102737,NEW,Honda
DIESEL,SUV,1.9,67918814,NEW,Nissan
PETROL,COUPE,2.7,65514807,USED,Toyota
DIESEL,CROSSOVER,2.4,62854475,NEW,Nissan
ELECTRIC,SUV,2.5,9843988,USED,Kia
PETROL,SEDAN,2.8,67560789,NEW,Hyundai
HYBRID,PICKUP,1.2,42055804,USED,Audi
PETROL,SEDAN,3.7,33330441,USED,Kia
DIESEL,CROSSOVER,1.4,34009218,NEW,Lexus
HYBRID,COUPE,2.5,82000324,USED,Ford
HYBRID,HATCHBACK,1.8,72872781,NEW,Bmw
ELECTRIC,COUPE,2.7,23677171,NEW,Audi
ELECTRIC,HATCHBACK,2,89243831,USED,Volvo
HYBRID,HATCHBACK,3.6,34913062,NEW,Hyundai
HYBRID,PICKUP,2.3,10204080,NEW,Kia
ELECTRIC,CROSSOVER,3,88389920,NEW,Chevrolet
PETROL,CROSSOVER,1.9,30345306,USED,Bmw
ELECTRIC,COUPE,1.3,79693143,USED,Ford
DIESEL,CROSSOVER,2.3,35877254,USED,Mercedes
ELECTRIC,CROSSOVER,2.7,6430189,NEW,Audi
PETROL,SUV,2.5,75231121,USED,Honda
HYBRID,CROSSOVER,3.9,82051675,NEW,Ford
ELECTRIC,SUV,3.2,64579521,USED,Ford
DIESEL,SEDAN,4,30868174,NEW,Hyundai
PETROL,SEDAN,2,2930148,NEW,Bmw
HYBRID,COUPE,3.4,10689642,USED,Ford
PETROL,HATCHBACK,2.8,50970496,USED,Honda
PETROL,HATCHBACK,2.9,60751378,USED,Audi
DIESEL,PICKUP,4,94060545,USED,Kia
ELECTRIC,HATCHBACK,3,90776138,NEW,Audi
DIESEL,SUV,3.7,10187736,USED,Nissan
PETROL,SUV,3.2,62257869,USED,Renault
ELECTRIC,HATCHBACK,1.6,32846521,NEW,Ford
PETROL,SEDAN,3.2,49069153,USED,Renault
PETROL,PICKUP,2.6,40547770,NEW,Honda
ELECTRIC,SUV,3.8,88391355,USED,Volvo
ELECTRIC,CROSSOVER,3.5,51387073,USED,Honda
ELECTRIC,HATCHBACK,1.5,72803583,NEW,Audi
HYBRID,COUPE,1.6,35406926,USED,Toyota
PETROL,SUV,1.4,88102391,USED,Hyundai
ELECTRIC,SEDAN,2.6,91108462,USED,Toyota
DIESEL,SUV,1.4,63217367,NEW,Toyota
PETROL,CROSSOVER,3.2,22243040,NEW,Toyota
HYBRID,SEDAN,2.7,45167221,NEW,Bmw
HYBRID,SUV,3.5,80596892,NEW,Toyota
PETROL,COUPE,2,87486061,USED,Mercedes
HYBRID,SEDAN,2.7,79584793,NEW,Mazda
DIESEL,COUPE,1.5,4511687,USED,Toyota
HYBRID,HATCHBACK,3.7,83261967,NEW,Chevrolet
ELECTRIC,SEDAN,1.7,41946414,NEW,Kia
PETROL,COUPE,1.5,3802018,NEW,Kia
ELECTRIC,COUPE,1.8,87391812,NEW,Subaru
ELECTRIC,COUPE,3.5,14329012,USED,Hyundai
PETROL,COUPE,1.5,88961121,NEW,Honda
DIESEL,HATCHBACK,2.9,34164074,NEW,Lexus
DIESEL,SEDAN,3.3,69863292,USED,Jeep
DIESEL,PICKUP,3.3,32761056,USED,Ford
DIESEL,COUPE,1.7,74360427,NEW,Nissan
DIESEL,PICKUP,1.4,20737176,NEW,Mercedes
DIESEL,SEDAN,2.5,30322410,NEW,Bmw
DIESEL,HATCHBACK,1.8,1387657,USED,Hyundai
PETROL,PICKUP,3.2,28123555,USED,Hyundai
ELECTRIC,CROSSOVER,2.2,77180472,USED,Toyota
DIESEL,CROSSOVER,2.5,31489992,NEW,Kia
ELECTRIC,SEDAN,1.5,67227931,NEW,Nissan
ELECTRIC,SEDAN,2.8,28143969,NEW,Chevrolet
HYBRID,CROSSOVER,1.7,32122074,USED,Mazda
PETROL,PICKUP,3.1,82243348,USED,Hyundai
PETROL,HATCHBACK,1.4,3780118,USED,Jaguar
DIESEL,COUPE,3.9,63196521,USED,Kia
PETROL,HATCHBACK,3.1,79558634,USED,Chevrolet
DIESEL,HATCHBACK,1.7,63524236,USED,Toyota
PETROL,CROSSOVER,1.2,47001487,USED,Renault
HYBRID,SEDAN,2.1,35664893,USED,Honda
HYBRID,CROSSOVER,1.6,80628469,NEW,Hyundai
PETROL,PICKUP,1.8,4784827,USED,Toyota
ELECTRIC,CROSSOVER,3.6,65892488,NEW,Volvo
ELECTRIC,SEDAN,2.9,83926024,USED,Kia
ELECTRIC,SEDAN,1.7,26331253,USED,Mercedes
PETROL,PICKUP,2.8,47787175,NEW,Bmw
PETROL,SEDAN,1.9,83479663,NEW,Toyota
ELECTRIC,SUV,3.9,4686195,USED,Honda
DIESEL,PICKUP,1.3,4720910,USED,Ford
HYBRID,SUV,3.3,75706811,USED,Bmw
PETROL,SUV,3.4,95027151,NEW,Audi
DIESEL,COUPE,1.4,14803211,USED,Ford
DIESEL,HATCHBACK,1.7,33209394,NEW,Kia
ELECTRIC,CROSSOVER,2.3,36737424,USED,Kia
DIESEL,SEDAN,3.6,46234991,USED,Mercedes
ELECTRIC,COUPE,2.7,48956604,NEW,Kia
ELECTRIC,CROSSOVER,3,17993070,NEW,Chevrolet
PETROL,SUV,3.4,68446660,USED,Audi
HYBRID,CROSSOVER,3.5,67425344,NEW,Chevrolet
PETROL,PICKUP,2.5,26709051,NEW,Subaru
ELECTRIC,COUPE,2.6,34446094,USED,Mercedes
ELECTRIC,COUPE,3.2,13847035,NEW,Toyota
PETROL,SUV,1.9,22498114,USED,Audi
DIESEL,COUPE,3.6,17255119,USED,Mercedes
PETROL,HATCHBACK,1.3,5962559,USED,Nissan
HYBRID,SEDAN,1.7,70932318,NEW,Ford
ELECTRIC,COUPE,3.4,37418394,USED,Bmw
DIESEL,SEDAN,2.2,9805593,NEW,Nissan
HYBRID,SUV,1.6,1165362,USED,Mazda
PETROL,HATCHBACK,1.7,92004120,USED,Kia
DIESEL,HATCHBACK,2.7,84532225,NEW,Bmw
HYBRID,SUV,3.6,76234448,NEW,Toyota
DIESEL,SUV,1.4,64342866,NEW,Audi
DIESEL,SEDAN,1.3,78980746,USED,Honda
PETROL,SEDAN,2.5,27844150,USED,Audi
PETROL,HATCHBACK,3.9,73700175,NEW,Subaru
ELECTRIC,CROSSOVER,2,49621616,NEW,Hyundai
PETROL,PICKUP,3.9,21633216,NEW,Bmw
HYBRID,CROSSOVER,3.7,4457420,NEW,Volvo
HYBRID,PICKUP,2,80889803,USED,Toyota
